Title,Company,Min. Years of Exp. Required,Fresh Grad,Location,Classification,Salary,Posting Date,Job ID,URL
Business Analyst,SmarTone Telecommunications Limited,,FALSE,"Ngau Tau Kok, Kwun Tong District",Information & Communication Technology,,2024-06-21 18:00,76749184,https://hk.jobsdb.com/job/76749184
"System Analyst/ Analyst Programmer / Business Analyst (up to76K+, Fresh welcome)",Seamatch Asia Limited,2,TRUE,"Central, Central and Western District",Information & Communication Technology,,2024-06-21 18:00,76734201,https://hk.jobsdb.com/job/76734201
Equities Sales - Equities Department,CMB International Capital Corporation Limited,5,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-28 18:00,76905883,https://hk.jobsdb.com/job/76905883
Business Analyst,SK Hong Kong Limited,2,TRUE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-12 18:00,76527574,https://hk.jobsdb.com/job/76527574
Manager - Rewards,CITIC Pacific Limited,8,FALSE,"Admiralty, Central and Western District",Human Resources & Recruitment,,2024-06-28 18:00,76906778,https://hk.jobsdb.com/job/76906778
Business Intelligence Engineer,Taste of Asia Group Limited,1,FALSE,"Diamond Hill, Wong Tai Sin District",Information & Communication Technology,,2024-06-27 18:00,76876725,https://hk.jobsdb.com/job/76876725
"Consumer Bank, Compliance Business Control Senior Analyst, AVP",Citibank (Hong Kong) Limited,6,TRUE,"Kowloon City, Kowloon City District",Banking & Financial Services,,2024-06-22 18:00,76758787,https://hk.jobsdb.com/job/76758787
Senior Manager/Manager - Policy Admin Project Management,China Life Insurance (Overseas) Company Limited,8,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-28 18:00,76912360,https://hk.jobsdb.com/job/76912360
Business Analyst (Up to 30K!!!!),JFE Consulting Limited,2,FALSE,Yau Tsim Mong District,Accounting,"$25,000 - $30,000 per month",2024-06-12 18:00,76535758,https://hk.jobsdb.com/job/76535758
Business Development Director - SME Business IT Advisory (Part-Time/Contract),Pine Inanna,,FALSE,"Central, Central and Western District",Sales,"$50,000 - $55,000 per month",2024-06-30 00:00,76932813,https://hk.jobsdb.com/job/76932813
Analyst Programmer,Kintetsu World Express (HK) Limited,2,FALSE,Kwun Tong District,Information & Communication Technology,,2024-06-27 18:00,76867674,https://hk.jobsdb.com/job/76867674
System Analyst,TAL Apparel Limited,4,FALSE,Yau Tsim Mong District,Information & Communication Technology,,2024-06-26 18:00,76845053,https://hk.jobsdb.com/job/76845053
Business Analyst (Finacial Services),Be Myjob Company Limited,5,FALSE,Central and Western District,Information & Communication Technology,,2024-06-12 18:00,76525799,https://hk.jobsdb.com/job/76525799
Business Analyst,AT Global Services Limited,3,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-12 18:00,76541714,https://hk.jobsdb.com/job/76541714
"System Analyst (Algo Trading) - MNC Fintech, up to 65k perm (Ref_4010)",TalentQuest HR Limited,3,TRUE,Central and Western District,Information & Communication Technology,,2024-06-29 18:00,76929593,https://hk.jobsdb.com/job/76929593
"Senior Analyst, IT Finance",AXA Hong Kong,2,FALSE,"Wong Chuk Hang, Southern District",Accounting,,2024-06-25 18:00,76814520,https://hk.jobsdb.com/job/76814520
"Assistant Manager (IT Planning and Management, PMO) - Agency Contractor",Chiyu Banking Corp Ltd,2,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-29 18:00,76913453,https://hk.jobsdb.com/job/76913453
Sr. Analyst /Business Intelligence Engineer/Software Engineer/Asst. IT Manager,P & A Consultant Limited,3,TRUE,Yau Tsim Mong District,Information & Communication Technology,"$25,000 - $35,000 per month",2024-06-21 18:00,76747454,https://hk.jobsdb.com/job/76747454
Project Manager (BI) - Multi-Projects,Bakehouse,2,FALSE,"Chai Wan, Eastern District",Consulting & Strategy,,2024-06-27 18:00,76848125,https://hk.jobsdb.com/job/76848125
IT Analyst (Application Development),Hong Kong Air Cargo Terminals Ltd,3,FALSE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-28 18:00,74479152,https://hk.jobsdb.com/job/74479152
System Analyst (VTE346/J19),VTECH Corporate Services Ltd,2,FALSE,Tai Po District,Information & Communication Technology,,2024-06-27 18:00,76861908,https://hk.jobsdb.com/job/76861908
Data Analyst,ORI Capital Limited,,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-25 18:00,76818095,https://hk.jobsdb.com/job/76818095
"Business Analyst, Inhouse, Up to $40k",Premier Hunter,,FALSE,"Causeway Bay, Wan Chai District",Information & Communication Technology,,2024-06-17 18:00,76605965,https://hk.jobsdb.com/job/76605965
"Business Analyst, Life Insurance (Ref: BA/HL)",Crossings Executive Search,3,FALSE,Kwun Tong District,Information & Communication Technology,,2024-06-12 18:00,76525559,https://hk.jobsdb.com/job/76525559
Marketing Analyst,DFI Development (HK) Limited,1,FALSE,"Quarry Bay, Eastern District",Marketing & Communications,,2024-06-27 18:00,76446420,https://hk.jobsdb.com/job/76446420
Senior Manager - Business Transformation & Strategy,AS Watson Retail (HK) Limited,8,TRUE,"Whampoa Garden, Kowloon City District",Consulting & Strategy,,2024-06-28 18:00,76907516,https://hk.jobsdb.com/job/76907516
Project Manager (Infrastructure / Application Project),Optimum Solutions (Hong Kong) Limited,,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-28 18:00,76900390,https://hk.jobsdb.com/job/76900390
Senior Internal Control Analyst,Arrow Asia Pac Ltd,5,TRUE,"Science Park, Tai Po District",Accounting,,2024-06-27 18:00,76882338,https://hk.jobsdb.com/job/76882338
Assistant Manager - Digital Transformation (Ref: JD-AMDT),Public Bank (Hong Kong) Ltd,3,FALSE,Hong Kong,Information & Communication Technology,,2024-06-28 18:00,75434391,https://hk.jobsdb.com/job/75434391
IT Support,Cathay Securities (Hong Kong) Limited,2,FALSE,Central and Western District,Information & Communication Technology,,2024-06-27 18:00,76872688,https://hk.jobsdb.com/job/76872688
"Project Manager / Business analyst (Vancouver, perm, up to 50k)",Linkers International Limited,3,FALSE,"Mong Kok, Yau Tsim Mong District",Information & Communication Technology,"$33,500 - $50,000 per month",2024-06-19 18:00,76689721,https://hk.jobsdb.com/job/76689721
IT Technician / IT Officer,St. Paul's Co-Educational College,,FALSE,Central and Western District,Information & Communication Technology,,2024-06-29 18:00,76929734,https://hk.jobsdb.com/job/76929734
Project Manager,The Hong Kong Polytechnic University,,FALSE,"Hung Hom, Kowloon City District",Education & Training,,2024-06-27 18:00,76867353,https://hk.jobsdb.com/job/76867353
Senior Data Analyst / Supervisor,Simatelex Manufactory Co Ltd,5,FALSE,"Wong Chuk Hang, Southern District","Manufacturing, Transport & Logistics",,2024-06-24 18:00,75509925,https://hk.jobsdb.com/job/75509925
Associate - Structured Finance Modelling and Analytics,中証鵬元國際評級有限公司,,FALSE,Central and Western District,Banking & Financial Services,,2024-06-28 18:00,76910175,https://hk.jobsdb.com/job/76910175
(Assistant)BA -Production support/defects handling/Incident management ($20-28k),Manpower Services (Hong Kong) Limited,1,FALSE,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-06-25 18:00,76814458,https://hk.jobsdb.com/job/76814458
BUSINESS EXECUTIVE,Wharf Real Estate Investment Company Limited,3,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-28 18:00,76905348,https://hk.jobsdb.com/job/76905348
Programmer / GIS Programmer,Esri China (Hong Kong) Ltd,,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-29 18:00,76912994,https://hk.jobsdb.com/job/76912994
Analyst Programmer / Programmer (Decision Support Services Team),TradeLink Technologies Ltd,,TRUE,"Hung Hom, Kowloon City District",Information & Communication Technology,,2024-06-27 18:00,76860320,https://hk.jobsdb.com/job/76860320
"Associate Director, Insight & Data Analyst",Sony Music Entertainment Asia Inc.,,FALSE,"Hung Hom, Kowloon City District",Information & Communication Technology,,2024-06-26 18:00,76829232,https://hk.jobsdb.com/job/76829232
(Senior) IT Officer,Toshiba Hong Kong Ltd,2,TRUE,Sha Tin District,Information & Communication Technology,,2024-06-28 18:00,76908306,https://hk.jobsdb.com/job/76908306
Business Analyst - Banking / Financial (HK$30K - $45K)  (Ref. No.: 26929),Global Executive Consultants Ltd.,3,FALSE,"Central, Central and Western District",Information & Communication Technology,"$30,000 - $45,000 per month",2024-06-12 18:00,76541310,https://hk.jobsdb.com/job/76541310
(Senior) Risk Management Manager(Payment Business),Bank of China (Hong Kong) Limited,5,FALSE,"Sheung Wan, Central and Western District",Banking & Financial Services,,2024-06-27 18:00,76868727,https://hk.jobsdb.com/job/76868727
Data Analyst - Sales Controlling,Super Dry China Limited,1,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-28 18:00,76895206,https://hk.jobsdb.com/job/76895206
"Museum Business and Planning Analyst, M+ Museum (Ref. R5234)",West Kowloon Cultural District Authority,4,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Administration & Office Support,,2024-06-20 18:00,76711590,https://hk.jobsdb.com/job/76711590
System / Business Analyst,Cargo Services Far East Ltd,5,FALSE,"Kwai Chung, Kwai Tsing District",Information & Communication Technology,,2024-06-12 18:00,76537740,https://hk.jobsdb.com/job/76537740
Assistant Product Manager /Senior Product Executive (IT products and solution),Sen Spirit Technology Limited,3,TRUE,Kwun Tong District,Information & Communication Technology,,2024-06-28 18:00,74214880,https://hk.jobsdb.com/job/74214880
IT Project Assistant Manager / Supervisor,Tachibana Sales (H.K.) Ltd,2,TRUE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,"$20,000 - $30,000 per month",2024-06-25 18:00,76004128,https://hk.jobsdb.com/job/76004128
Product Designer / Business Analyst (IoT Solutions),IQAX Limited,2,FALSE,Sha Tin District,Information & Communication Technology,,2024-06-19 18:00,76686194,https://hk.jobsdb.com/job/76686194
International Trader in the Pulp and Paper Industry (m/f/d) - South-East Asia,Europcell Hong Kong Limited,3,FALSE,Sha Tin District,Sales,,2024-06-27 18:00,76851920,https://hk.jobsdb.com/job/76851920
IT Analyst ,Morgan Mckinley Limited,2,FALSE,Central and Western District,Information & Communication Technology,$32k - $36k p.m.,2024-06-25 18:00,76803598,https://hk.jobsdb.com/job/76803598
FP&A Analyst,Formia Limited,4,FALSE,"Whampoa Garden, Kowloon City District",Accounting,,2024-06-26 18:00,76820195,https://hk.jobsdb.com/job/76820195
Project Manager,Infosys Technologies (China) Company Limited,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-27 18:00,76851285,https://hk.jobsdb.com/job/76851285
Assistant Manager - Business Analysis,Generali Life (Hong Kong) Limited,5,FALSE,"Tai Koo, Eastern District",Information & Communication Technology,,2024-06-21 18:00,76278062,https://hk.jobsdb.com/job/76278062
BI Analyst at Excel Technology International (Hong Kong) Limited,Jobsdb - SmartHire,,FALSE,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-25 18:00,76571123,https://hk.jobsdb.com/job/76571123
Customer Relationship Manager,Hang Seng Bank Ltd,,FALSE,Hong Kong,Banking & Financial Services,,2024-06-28 18:00,76903501,https://hk.jobsdb.com/job/76903501
Research Analyst (Traditional Finance & Crypto Assets),MicroBit Capital Management Limited,1,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-28 18:00,76899953,https://hk.jobsdb.com/job/76899953
ANALYST PROGRAMMER / SENIOR PROGRAMMER / PROGRAMMER,Henderson Land Development Company Limited,1,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-28 18:00,74650456,https://hk.jobsdb.com/job/74650456
Assistant Project Manager (Front-End),Octopus Holdings Limited,6,TRUE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-27 18:00,76867188,https://hk.jobsdb.com/job/76867188
Senior Market Analyst,PCCW Global Limited,,FALSE,Hong Kong,Banking & Financial Services,,2024-06-26 18:00,76841668,https://hk.jobsdb.com/job/76841668
Regional Logistics Project Manager,Richemont Asia Pacific Limited,,FALSE,"Central, Central and Western District","Manufacturing, Transport & Logistics",,2024-06-28 18:00,76907049,https://hk.jobsdb.com/job/76907049
Project Executive/ Associate Business Analyst,Million Tech Development Ltd,1,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-13 18:00,76564083,https://hk.jobsdb.com/job/76564083
IT Business Analyst,JFE Consulting Limited,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-13 18:00,76564296,https://hk.jobsdb.com/job/76564296
Analyst Programmer (Fresh graduates are welcome),ParaDM Company Limited,3,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-26 18:00,74860503,https://hk.jobsdb.com/job/74860503
"Senior Officer, IT",Airport Authority,3,FALSE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-24 18:00,76792378,https://hk.jobsdb.com/job/76792378
Business Analyst,Hearts on Fire Company Hong Kong Limited,1,TRUE,"Kwai Chung, Kwai Tsing District","Manufacturing, Transport & Logistics",,2024-06-11 18:00,76513040,https://hk.jobsdb.com/job/76513040
Assistant Business Analyst / Business Analyst,Hong Kong Life Insurance Limited,3,TRUE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-11 18:00,76507212,https://hk.jobsdb.com/job/76507212
IT Application Manager/ IT Project Manager,Rise Associates Asia Limited,8,FALSE,Hong Kong,Information & Communication Technology,,2024-06-25 18:00,76805965,https://hk.jobsdb.com/job/76805965
Digital Transformation Manager,"Topcast Aviation Supplies Co., Ltd.",5,FALSE,Sha Tin District,Information & Communication Technology,,2024-06-27 18:00,76864760,https://hk.jobsdb.com/job/76864760
Full-Time Editor / Senior Editor / Publishing Officer for ELT Publications,Classroom Publications Ltd,,FALSE,Kwun Tong District,"Advertising, Arts & Media",,2024-06-28 18:00,76909213,https://hk.jobsdb.com/job/76909213
"AVP, Business Finance (Banking)",BDO Financial Services Limited,5,FALSE,"Quarry Bay, Eastern District",Banking & Financial Services,"$55,000 - $65,000 per month",2024-06-25 18:00,76811109,https://hk.jobsdb.com/job/76811109
Assistant Project Manager/ Business analyst (IT/ Application),A&A Limited,3,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-11 18:00,76498338,https://hk.jobsdb.com/job/76498338
ESG Consultant - 2024 Graduate Position,Avista Risk Advisory Limited,,FALSE,"Wan Chai, Wan Chai District",Consulting & Strategy,,2024-06-27 18:00,76862626,https://hk.jobsdb.com/job/76862626
Business Analyst (Ref: JDB/HRM/BA),Computer And Technologies Resources Limited,3,FALSE,"Pok Fu Lam, Southern District",Information & Communication Technology,,2024-06-20 18:00,76250432,https://hk.jobsdb.com/job/76250432
IT Project Manager (Major Bank),Cornerstone Global Partners,5,FALSE,"Central, Central and Western District",Information & Communication Technology,"$45,000 - $65,000 per month",2024-06-25 18:00,76803376,https://hk.jobsdb.com/job/76803376
IT Business Analyst,FUJIFILM BI,2,FALSE,"Ngau Tau Kok, Kwun Tong District",Information & Communication Technology,,2024-06-18 18:00,76651791,https://hk.jobsdb.com/job/76651791
"Project Executive, Platform Development (Contract)",Hong Kong Trade Development Council,,TRUE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-25 18:00,76817477,https://hk.jobsdb.com/job/76817477
"Data Analyst, Digital Business",Maxim's Caterers Limited,1,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-20 18:00,76703092,https://hk.jobsdb.com/job/76703092
Business Analysis Manager,Company Confidential,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-21 18:00,76728541,https://hk.jobsdb.com/job/76728541
Assistant Business Analyst (Fresh Graduates are welcome)(1),Global Technology Integrator Ltd - GTI,1,FALSE,"Ngau Tau Kok, Kwun Tong District",Information & Communication Technology,,2024-06-19 18:00,76686010,https://hk.jobsdb.com/job/76686010
FX / Precious Metal: IT Business Analysts - Major Bank,IT Solutions Ltd.,,TRUE,Hong Kong,Banking & Financial Services,,2024-06-22 18:00,76761121,https://hk.jobsdb.com/job/76761121
Senior System Analyst (Channel Services),China CITIC Bank International Limited,8,FALSE,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-28 18:00,76495883,https://hk.jobsdb.com/job/76495883
"Vice President, Data Steward",Shanghai Commercial Bank Ltd,1,FALSE,"Mong Kok, Yau Tsim Mong District",Banking & Financial Services,,2024-06-28 18:00,74793915,https://hk.jobsdb.com/job/74793915
IT Officer,Frontier Financial Group Limited,,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-27 18:00,76866368,https://hk.jobsdb.com/job/76866368
Contract Systems Analyst - IT Enterprise Architecture,CLTS HK,5,FALSE,"Prince Edward, Yau Tsim Mong District",Information & Communication Technology,,2024-06-26 18:00,76824775,https://hk.jobsdb.com/job/76824775
IT Project Manager/Business Analyst - Financial Services,IO TECH SOLUTIONS LIMITED,5,FALSE,Hong Kong,Information & Communication Technology,,2024-06-19 18:00,76691201,https://hk.jobsdb.com/job/76691201
Wealth Management Trainee,Jobsdb - SmartHire,,FALSE,Central and Western District,Banking & Financial Services,,2024-06-27 18:00,76870897,https://hk.jobsdb.com/job/76870897
Assistant Product Manager,Ingram Micro (China) Limited,3,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-28 18:00,76912049,https://hk.jobsdb.com/job/76912049
Assistant Head of Corporate Banking Department,Industrial and Commercial Bank of China (Asia) Limited,1,TRUE,"Central, Central and Western District",Banking & Financial Services,,2024-06-28 18:00,76886256,https://hk.jobsdb.com/job/76886256
System Analyst (Core Banking),Chong Hing Bank Ltd,4,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-25 18:00,76815833,https://hk.jobsdb.com/job/76815833
System Analyst/ Analyst Programmer/ Programmer (Java),ASK IT LIMITED,,FALSE,"Causeway Bay, Wan Chai District",Information & Communication Technology,,2024-06-28 18:00,76905163,https://hk.jobsdb.com/job/76905163
Associate Business Analyst (Software Development and Implementation),Million Tech Development Ltd,1,TRUE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-12 18:00,76539340,https://hk.jobsdb.com/job/76539340
Project Analyst,Hays Hong Kong Limited,3,FALSE,Central and Western District,Information & Communication Technology,HKD30-60k per month,2024-06-11 18:00,76501589,https://hk.jobsdb.com/job/76501589
System Analyst (UiPath),Hongkong Land Group Limited,5,TRUE,"Central, Central and Western District",Information & Communication Technology,,2024-06-26 18:00,76837026,https://hk.jobsdb.com/job/76837026
"System Analyst, Technology Enablement (MJ001640)",KPMG,2,FALSE,"Aberdeen, Southern District",Information & Communication Technology,,2024-06-28 18:00,72756346,https://hk.jobsdb.com/job/72756346
System Developer (IT) at Dealer Send Logistics Limited,Jobsdb - SmartHire,,TRUE,Tsuen Wan District,Information & Communication Technology,,2024-06-27 18:00,76860828,https://hk.jobsdb.com/job/76860828
Project Associate / Project Assistant,The Hong Kong Polytechnic University,,FALSE,"Hung Hom, Kowloon City District",Administration & Office Support,,2024-06-28 18:00,76903190,https://hk.jobsdb.com/job/76903190
"Analyst, Corporate Finance",BaoQiao Partners Capital Limited,1,TRUE,"Admiralty, Central and Western District",Banking & Financial Services,,2024-06-25 18:00,76803628,https://hk.jobsdb.com/job/76803628
"Assistant Manager, Business Analysis and Operation Support",Ocean Park Corporation,5,FALSE,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-06-20 18:00,76690154,https://hk.jobsdb.com/job/76690154
Presales Consultant (Infrastructure),Amidas Hong Kong Limited,,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-28 18:00,76903093,https://hk.jobsdb.com/job/76903093
Jewellery Sales Advisor / Senior Advisor 珠寶銷售顧問 及 高級銷售顧問,King Fook Holdings Ltd,,TRUE,"Central, Central and Western District",Retail & Consumer Products,,2024-06-28 18:00,76910483,https://hk.jobsdb.com/job/76910483
.Net System Analyst/ Team Lead (Retail project; Perm Up to 53k),Linkers International Limited,8,FALSE,"Hung Hom, Kowloon City District",Information & Communication Technology,,2024-06-28 18:00,76906405,https://hk.jobsdb.com/job/76906405
ERP Consultant,YONYOU (HONGKONG) COMPANY LIMITED,,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-28 18:00,76912625,https://hk.jobsdb.com/job/76912625
Project Coordinator / Business Analyst,K2 Ares Consulting Limited,,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-11 18:00,76501424,https://hk.jobsdb.com/job/76501424
Operations Analyst - System Implementation & Improvement Projects | Euro MNC,Six People Map,7,FALSE,"Tuen Mun, Tuen Mun District",Information & Communication Technology,,2024-06-11 18:00,76494850,https://hk.jobsdb.com/job/76494850
Project Manager,PCCW Global Limited,3,FALSE,Hong Kong,Information & Communication Technology,,2024-06-26 18:00,76841550,https://hk.jobsdb.com/job/76841550
System Analyst (DevOps),Computer Recruitment Consultants Ltd,3,FALSE,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-06-29 18:00,76929811,https://hk.jobsdb.com/job/76929811
Manager of Media Solutions Divisions at CJ ENM Hong Kong Limited,Jobsdb - SmartHire,3,TRUE,"Quarry Bay, Eastern District","Advertising, Arts & Media",,2024-06-27 18:00,76866109,https://hk.jobsdb.com/job/76866109
"Business Analysis Manager (up to HK$62,000)",Headshot Recruitment Limited,7,FALSE,Hong Kong,Information & Communication Technology,,2024-06-21 18:00,76739027,https://hk.jobsdb.com/job/76739027
"Operations Business Solutions, Consultant (Claims)",AIA Hong Kong,7,FALSE,"Kai Tak, Kowloon City District",Information & Communication Technology,,2024-06-24 18:00,76775623,https://hk.jobsdb.com/job/76775623
Business Analyst - Banking ,Ambition,,FALSE,Central and Western District,Information & Communication Technology,,2024-06-11 18:00,76498166,https://hk.jobsdb.com/job/76498166
System Analyst,ParaDM Company Limited,5,TRUE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-26 18:00,74860574,https://hk.jobsdb.com/job/74860574
IT Business Analyst - 5-day work,Centaline Securities Limited,2,TRUE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-07 18:00,76434732,https://hk.jobsdb.com/job/76434732
Project Manager,New Media Group Publishing Limited,2,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-26 18:00,76195838,https://hk.jobsdb.com/job/76195838
Business Development/Operations Specialist - Fin-tech & Financial Services,Up Way China Bullion Limited,2,FALSE,Tsuen Wan District,Banking & Financial Services,,2024-06-25 18:00,76810260,https://hk.jobsdb.com/job/76810260
Business Analyst,The Career Works Limited,2,FALSE,"Whampoa Garden, Kowloon City District",Information & Communication Technology,,2024-06-07 18:00,76433820,https://hk.jobsdb.com/job/76433820
Business Analyst - Tech solution house MNC,PERSOLKELLY Hong Kong Limited,2,FALSE,Kowloon,Information & Communication Technology,"$22,000 - $25,000 per month",2024-06-07 18:00,76444293,https://hk.jobsdb.com/job/76444293
Assistant e-Banking Manager,Chiyu Banking Corp Ltd,2,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-29 18:00,76913334,https://hk.jobsdb.com/job/76913334
Project Manager (insurance),Leadership Solutions Limited,3,FALSE,Wan Chai District,Information & Communication Technology,,2024-06-25 18:00,76811227,https://hk.jobsdb.com/job/76811227
Project Executive,The Great Eagle Co Ltd,1,FALSE,"Mong Kok, Yau Tsim Mong District",Information & Communication Technology,,2024-06-28 18:00,76885851,https://hk.jobsdb.com/job/76885851
Revenue Management Analyst,Company Confidential,3,FALSE,Hong Kong,Accounting,,2024-06-22 18:00,76754696,https://hk.jobsdb.com/job/76754696
"Business analyst (Perm role, digital project, 25k-35k)",Linkers International Limited,2,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,"$25,000 - $35,000 per month",2024-06-06 18:00,76413858,https://hk.jobsdb.com/job/76413858
Assistant Project Manager / Project Manager (Software development),Automated Systems (HK) Ltd,3,FALSE,Hong Kong,Information & Communication Technology,,2024-06-24 18:00,74705260,https://hk.jobsdb.com/job/74705260
Assistant Business Analyst / Business Analyst,AAStocks.com Limited,1,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-11 18:00,76513235,https://hk.jobsdb.com/job/76513235
Business Analyst (Digital Platform) / Digital Forwarding Team (WFH Policy),Yusen Logistics Global Management Limited,2,FALSE,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-06-06 18:00,73052436,https://hk.jobsdb.com/job/73052436
"Business Analyst (AM Level, Regional Operation System)",Robert Walters (HK) Ltd,5,FALSE,Central and Western District,Information & Communication Technology,$35k - $40k p.m.,2024-06-18 18:00,76645270,https://hk.jobsdb.com/job/76645270
Solution Analyst,NTT DATA Hong Kong Limited,1,FALSE,"Tai Koo, Eastern District",Information & Communication Technology,,2024-06-24 18:00,76787806,https://hk.jobsdb.com/job/76787806
System Analyst (Data or Payment or Treasury & Settlement),Chong Hing Bank Ltd,4,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-25 18:00,76815280,https://hk.jobsdb.com/job/76815280
(UP to 50K) Business Analyst (Banking and Government),Seamatch Asia Limited,1,TRUE,"Central, Central and Western District",Information & Communication Technology,,2024-06-19 18:00,76685437,https://hk.jobsdb.com/job/76685437
"Senior System Analyst(Goverment Project, Data Management)",PERSOLKELLY Hong Kong Limited,,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-30 16:00,76936001,https://hk.jobsdb.com/job/76936001
Senior CRM Analyst (Regional),AS Watson Retail (HK) Limited,3,TRUE,"Whampoa Garden, Kowloon City District",Marketing & Communications,,2024-06-25 18:00,76792915,https://hk.jobsdb.com/job/76792915
Contract Senior Systems Analyst (50082),CLTS HK,2,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-25 18:00,76811632,https://hk.jobsdb.com/job/76811632
"Project Manager  - up to 65K, banking",Ambition,5,FALSE,Central and Western District,Banking & Financial Services,$60k - $65k p.m.,2024-06-27 18:00,76863485,https://hk.jobsdb.com/job/76863485
Business Analyst / Senior Business Analyst - Sales Planning & Data analysis,Hop Lun (HK) Ltd,,FALSE,"Cheung Sha Wan, Sham Shui Po District",Information & Communication Technology,,2024-06-19 18:00,76670142,https://hk.jobsdb.com/job/76670142
Business Analyst / Junior Business Analyst (Finance Team),Manulife (International) Limited,,FALSE,"Ngau Tau Kok, Kwun Tong District",Insurance & Superannuation,,2024-06-17 18:00,76610963,https://hk.jobsdb.com/job/76610963
Business Analyst - Global MNC - Salesforce CRM,TEKsystems,5,FALSE,"Central, Central and Western District",Information & Communication Technology,"$55,000 - $65,000 per month",2024-06-17 18:00,76609678,https://hk.jobsdb.com/job/76609678
Lead Project Manager (Financial Service),Captar Partners Limited,8,FALSE,Central and Western District,Information & Communication Technology,HKD 1100000 - 1600000 per annum,2024-06-28 18:00,76886899,https://hk.jobsdb.com/job/76886899
Business Management Trainee 財富管理培訓生,AIA International Limited,,FALSE,"Causeway Bay, Wan Chai District",Banking & Financial Services,"$39,000 - $58,000 per month",2024-06-27 18:00,76868160,https://hk.jobsdb.com/job/76868160
Storage Engineer,Amidas Hong Kong Limited,,FALSE,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-28 18:00,76904021,https://hk.jobsdb.com/job/76904021
Business Analyst,AT Global Services Limited,3,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-05 18:00,76387220,https://hk.jobsdb.com/job/76387220
"Research Analyst, Euromoney",Euromoney Institutional Investor (Jersey) Limited,5,FALSE,Hong Kong,Banking & Financial Services,,2024-06-27 18:00,76274408,https://hk.jobsdb.com/job/76274408
"Corporate Finance, Investment Banking Analyst",Zhongtai Financial International Limited,2,FALSE,"Central, Central and Western District",Banking & Financial Services,,2024-06-27 18:00,76859113,https://hk.jobsdb.com/job/76859113
